signal_time,ticker,symbol,data_source,is_risky,is_short,strategy,outcome,entry_time,entry_price,first_tp_price,sl_price,exit_time,tps_in_signal,tps_hit,duration_h,pnl_usdt,pnl_pct,fees_usdt,fills_json
2026-04-03 19:07:30+00:00,HFT,HFTUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_SL,2026-04-03 19:15:00+00:00,0.0141,0.01833,0.013,2026-04-04 05:45:00+00:00,2,0,10.5,-8.185815602836882,-0.08185815602836882,0.3843971631205674,"[{""qty"": 7092.198581560284, ""price"": 0.013, ""time"": ""2026-04-04 05:45:00+00:00"", ""reason"": ""SL""}]"
2026-04-05 04:24:28+00:00,SOLV,SOLVUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_SL,2026-04-05 04:30:00+00:00,0.00517,0.006204,0.004,2026-04-06 12:30:00+00:00,2,0,32.0,-22.985299806576403,-0.22985299806576404,0.3547388781431335,"[{""qty"": 19342.35976789168, ""price"": 0.004, ""time"": ""2026-04-06 12:30:00+00:00"", ""reason"": ""SL""}]"
2026-04-05 04:28:22+00:00,NOM,NOMUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_SL,2026-04-05 04:30:00+00:00,0.00636,0.007632,0.00488,2026-04-06 11:30:00+00:00,2,0,31.0,-23.623899371069193,-0.23623899371069193,0.3534591194968553,"[{""qty"": 15723.270440251572, ""price"": 0.00488, ""time"": ""2026-04-06 11:30:00+00:00"", ""reason"": ""SL""}]"
2026-04-07 03:08:05+00:00,BLUAI,CG:bluwhale,coingecko,False,False,C_TIERED_TRAIL_AFTER_TP1,PARTIAL+TRAIL,2026-04-07 04:03:51.652000+00:00,0.007129146754852872,0.009,0.0059,2026-04-07 21:05:26.365000+00:00,2,1,17.026309166666667,28.105043791157353,0.2810504379115735,0.4571243362548244,"[{""qty"": 8416.154423971911, ""price"": 0.009, ""time"": ""2026-04-07 16:06:59.695000+00:00"", ""reason"": ""TP1""}, {""qty"": 5610.769615981275, ""price"": 0.009413464092559746, ""time"": ""2026-04-07 21:05:26.365000+00:00"", ""reason"": ""TRAIL_STOP""}]"
2026-04-08 09:37:50+00:00,BARD,BARDUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_TIMEOUT,2026-04-08 09:45:00+00:00,0.3215,0.3858,0.29,2026-04-22 09:30:00+00:00,2,0,335.75,-1.0208398133748073,-0.010208398133748074,0.39875583203732506,"[{""qty"": 311.04199066874025, ""price"": 0.3195, ""time"": ""2026-04-22 09:30:00+00:00"", ""reason"": ""TIMEOUT""}]"
2026-04-10 05:44:50+00:00,DUSK,DUSKUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,PARTIAL+TRAIL,2026-04-10 05:45:00+00:00,0.1235,0.14,0.10129,2026-04-11 07:45:00+00:00,2,1,26.0,10.947300404858314,0.10947300404858314,0.42274008097166,"[{""qty"": 485.82995951417, ""price"": 0.14, ""time"": ""2026-04-11 06:00:00+00:00"", ""reason"": ""TP1""}, {""qty"": 323.8866396761134, ""price"": 0.133855, ""time"": ""2026-04-11 07:45:00+00:00"", ""reason"": ""TRAIL_STOP""}]"
2026-04-10 19:23:03+00:00,XPL,XPLUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_SL,2026-04-10 19:30:00+00:00,0.1311,0.17043,0.103,2026-04-19 23:15:00+00:00,2,0,219.75,-21.791151792524786,-0.21791151792524788,0.35713196033562167,"[{""qty"": 762.7765064836003, ""price"": 0.103, ""time"": ""2026-04-19 23:15:00+00:00"", ""reason"": ""SL""}]"
2026-04-12 04:48:44+00:00,ZAMA,ZAMAUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,PARTIAL+TRAIL,2026-04-12 05:00:00+00:00,0.02505,0.030059999999999996,0.022,2026-04-14 05:45:00+00:00,2,1,48.75,19.34486227544909,0.19344862275449087,0.4395688622754491,"[{""qty"": 2395.2095808383233, ""price"": 0.030059999999999996, ""time"": ""2026-04-14 05:30:00+00:00"", ""reason"": ""TP1""}, {""qty"": 1596.8063872255489, ""price"": 0.029925, ""time"": ""2026-04-14 05:45:00+00:00"", ""reason"": ""TRAIL_STOP""}]"
2026-04-14 00:30:34+00:00,ALLO,ALLOUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_TIMEOUT,2026-04-14 00:45:00+00:00,0.1128,0.14664,0.08267,2026-04-28 00:30:00+00:00,2,0,335.75,-3.319680851063824,-0.03319680851063824,0.3941489361702128,"[{""qty"": 886.5248226950355, ""price"": 0.1095, ""time"": ""2026-04-28 00:30:00+00:00"", ""reason"": ""TIMEOUT""}]"
2026-04-14 03:18:26+00:00,CFG,CFGUSDT,binance,False,False,C_TIERED_TRAIL_AFTER_TP1,PARTIAL+TRAIL,2026-04-14 03:30:00+00:00,0.2008,0.26104,0.17,2026-04-19 00:15:00+00:00,2,1,116.75,27.655330677290827,0.2765533067729083,0.45622310756972106,"[{""qty"": 298.804780876494, ""price"": 0.26104, ""time"": ""2026-04-18 23:00:00+00:00"", ""reason"": ""TP1""}, {""qty"": 199.203187250996, ""price"": 0.25155999999999995, ""time"": ""2026-04-19 00:15:00+00:00"", ""reason"": ""TRAIL_STOP""}]"
2026-04-15 05:42:06+00:00,MAGMA,CG:magma-finance,coingecko,False,False,C_TIERED_TRAIL_AFTER_TP1,FULL_SL,2026-04-15 06:00:39.525000+00:00,0.19261259543924675,0.26,0.163,2026-04-20 11:00:08.914000+00:00,1,0,124.99149694444445,-15.74342558490153,-0.1574342558490153,0.36925165213446587,"[{""qty"": 519.1768470382389, ""price"": 0.163, ""time"": ""2026-04-20 11:00:08.914000+00:00"", ""reason"": ""SL""}]"
